,Rank,OPR,DPR,CCWM,teleopOPR,autoOPR,endgameOPR,scheduleStrength,,
5577,10,14.48,2.09,12.39,4.79,4.80,5.37,-1.80,,
5902,28,14.45,36.63,-22.18,4.79,3.70,5.76,1.36,,
4775,30,14.42,19.10,-4.68,9.04,1.95,5.96,-1.21,,
5194,25,14.36,17.93,-3.58,9.99,-0.23,11.05,0.09,,
4181,48,14.35,24.45,-10.10,10.17,8.32,9.37,-0.80,,
4702,20,14.35,30.10,-15.75,7.51,5.11,7.29,-1.51,,
4348,31,14.34,23.03,-8.69,7.08,5.07,3.20,-0.23,,
5555,22,14.33,24.55,-10.22,-1.34,10.47,-1.95,-0.13,,
4416,26,14.27,48.86,-34.58,11.06,-1.07,9.73,1.42,,
8315,10,14.27,15.26,-0.99,14.77,3.08,7.35,-1.26,,
3329,24,14.25,41.64,-27.39,1.10,3.04,1.87,0.98,,
2805,20,14.19,22.25,-8.06,10.01,3.42,5.91,-0.70,,
3381,41,14.16,35.41,-21.25,11.39,2.98,5.42,-0.74,,
8032,15,14.15,34.11,-19.96,7.21,4.42,7.44,-0.59,,
7414,24,14.12,33.77,-19.65,6.58,7.86,4.39,-0.28,,
3952,26,14.09,9.47,4.62,5.87,2.15,4.63,-1.02,,
7808,35,14.08,21.29,-7.22,2.61,6.56,4.56,1.10,,
7115,23,14.04,34.39,-20.35,11.55,3.57,12.36,0.28,,
1553,28,14.04,19.21,-5.17,11.71,5.27,8.50,-0.35,,
7314,7,14.04,17.39,-3.35,13.68,1.51,13.50,-0.92,,
348,28,14.03,28.98,-14.95,7.97,4.40,5.01,0.31,,
4330,32,14.01,41.64,-27.62,14.56,-1.48,16.92,0.10,,
5268,24,13.99,61.92,-47.93,10.12,1.86,6.50,1.69,,
6486,31,13.95,29.60,-15.64,3.29,5.21,-0.20,0.91,,
3240,18,13.93,16.97,-3.04,7.52,5.41,1.99,0.04,,
2604,28,13.92,15.28,-1.36,4.44,3.51,2.77,0.73,,
7575,37,13.91,26.35,-12.44,14.97,5.94,13.08,0.84,,
5869,42,13.91,57.73,-43.82,3.68,7.83,2.69,2.05,,
5132,12,13.91,21.76,-7.85,3.90,6.31,5.04,-0.38,,
5462,37,13.90,41.06,-27.16,9.23,3.24,3.38,2.17,,
5672,13,13.90,7.02,6.87,6.27,7.21,3.09,-1.14,,
1296,22,13.86,31.88,-18.02,9.84,4.06,3.34,0.95,,
8293,22,13.80,20.85,-7.05,13.67,3.15,15.35,0.24,,
5133,8,13.80,14.21,-0.41,10.69,5.15,1.21,0.33,,
5235,35,13.78,25.70,-11.92,5.42,2.00,3.45,0.02,,
2526,43,13.77,38.69,-24.92,14.90,1.87,7.95,-0.50,,
5437,39,13.76,38.08,-24.32,0.36,14.01,-2.99,-0.53,,
5214,34,13.73,41.87,-28.13,4.93,3.75,3.37,1.29,,
5493,51,13.72,30.36,-16.64,11.47,4.07,9.84,0.94,,
6431,21,13.72,1.13,12.59,9.00,0.92,8.06,-1.29,,
8380,37,13.70,32.93,-19.23,3.16,7.73,4.60,0.41,,
6458,36,13.68,32.71,-19.03,17.58,1.14,12.28,0.47,,
5498,30,13.68,23.81,-10.13,1.20,6.19,1.84,-0.08,,
6514,36,13.68,44.04,-30.36,6.66,4.50,6.76,1.16,,
4541,11,13.68,18.70,-5.02,12.68,2.90,12.39,-1.69,,
7219,27,13.61,29.96,-16.35,8.44,3.25,13.59,0.88,,
7119,23,13.61,27.19,-13.58,2.51,7.65,0.55,-0.42,,
5532,23,13.60,23.48,-9.88,10.95,6.18,10.05,-1.34,,
2221,31,13.60,30.88,-17.28,4.84,6.49,7.87,-0.61,,
7434,26,13.55,23.61,-10.07,0.96,3.53,-0.77,-0.33,,
5632,15,13.53,22.17,-8.64,12.55,4.09,9.59,0.06,,
3822,17,13.51,32.67,-19.16,7.26,7.16,4.28,-1.71,,
364,42,13.50,45.41,-31.91,11.48,3.58,3.36,0.56,,
2935,23,13.50,28.32,-14.82,5.49,9.14,-1.53,-0.56,,
7789,35,13.48,39.14,-25.66,7.05,3.49,8.84,0.56,,
7576,28,13.45,10.08,3.37,19.13,5.77,11.75,0.32,,
7164,34,13.42,33.56,-20.14,7.24,5.67,6.71,0.13,,
8382,28,13.41,13.62,-0.21,5.42,2.99,3.82,0.09,,
3291,39,13.40,24.18,-10.78,1.81,11.02,3.31,-1.06,,
3147,16,13.33,36.17,-22.84,1.20,9.73,3.13,-1.20,,
4008,27,13.31,25.51,-12.19,-0.33,3.98,-0.76,-1.02,,
4731,16,13.30,24.28,-10.98,0.07,8.82,-3.93,-1.04,,
8137,50,13.30,12.14,1.15,-2.48,6.23,-3.87,-0.48,,
4735,26,13.29,38.52,-25.22,10.73,2.93,6.73,-1.30,,
7614,12,13.27,28.18,-14.91,4.84,3.96,-0.40,-1.51,,
3525,35,13.26,42.80,-29.54,4.26,7.95,1.90,1.03,,
2984,45,13.20,19.71,-6.51,5.74,6.33,4.97,-1.01,,
6301,35,13.18,38.97,-25.79,9.56,2.66,6.67,-1.08,,
4749,28,13.18,29.40,-16.23,2.77,7.59,2.50,1.33,,
2386,23,13.13,24.40,-11.27,7.33,7.71,4.24,0.61,,
4151,38,13.13,46.32,-33.18,1.60,5.21,1.90,-0.14,,
7725,21,13.12,12.03,1.10,7.32,3.07,6.55,-1.49,,
7155,31,13.09,50.81,-37.72,11.24,2.94,10.70,1.36,,
2412,22,13.08,18.36,-5.28,5.78,5.33,3.76,0.09,,
691,30,13.04,57.53,-44.49,9.23,4.48,5.30,-0.25,,
4761,21,13.03,22.10,-9.07,3.10,10.44,1.17,-0.66,,
2458,33,13.03,37.61,-24.58,7.49,8.39,1.62,1.08,,
1502,38,12.98,30.60,-17.62,-0.95,3.41,-2.39,0.00,,
7578,49,12.97,17.02,-4.05,9.41,8.46,1.21,-0.17,,
1374,24,12.96,15.59,-2.63,3.19,8.34,6.40,-0.44,,
8377,29,12.94,17.29,-4.35,-0.30,4.28,-0.21,-1.66,,
7125,29,12.88,35.92,-23.05,12.20,2.48,5.80,0.65,,
7156,25,12.84,22.53,-9.69,9.57,5.07,8.41,0.54,,
7623,13,12.80,46.08,-33.28,8.99,4.20,6.94,0.29,,
3146,29,12.80,37.84,-25.04,1.84,10.15,3.24,0.72,,
7051,16,12.77,1.89,10.88,7.70,3.03,8.29,-0.69,,
2495,20,12.77,45.27,-32.50,13.15,0.18,7.07,0.53,,
5509,37,12.75,32.07,-19.32,4.19,4.80,1.97,1.25,,
6908,20,12.71,24.62,-11.91,8.10,6.11,1.35,-0.07,,
6595,13,12.70,17.10,-4.40,9.92,3.62,3.99,-0.67,,
7418,9,12.69,1.33,11.36,1.32,1.58,-0.99,-2.06,,
2342,32,12.68,39.72,-27.04,3.40,5.73,4.11,-0.28,,
5756,17,12.65,23.59,-10.94,7.36,5.60,7.04,-0.01,,
2591,31,12.64,19.03,-6.38,7.74,5.46,4.74,-0.12,,
8208,40,12.59,23.58,-10.99,10.12,4.33,5.95,0.82,,
8372,50,12.59,35.66,-23.07,5.72,1.87,6.18,0.48,,
5923,24,12.58,28.79,-16.20,1.91,4.22,2.94,1.29,,
5633,39,12.55,40.44,-27.89,8.58,4.96,7.35,0.37,,
7839,26,12.51,31.91,-19.40,6.75,3.26,3.60,1.41,,
6936,49,12.50,43.33,-30.83,3.89,3.11,1.35,0.79,,
4583,47,12.49,33.17,-20.68,1.92,6.51,1.93,0.90,,
6085,29,12.43,32.72,-20.28,4.43,0.67,2.60,1.11,,
8394,34,12.41,26.76,-14.35,7.52,2.86,7.09,-0.21,,
3173,59,12.39,32.41,-20.02,5.56,-0.52,2.42,0.43,,
4717,27,12.36,27.96,-15.60,7.36,-0.98,4.90,-1.24,,
6591,31,12.35,30.75,-18.40,12.40,2.16,8.19,1.71,,
6588,20,12.35,44.59,-32.24,9.94,0.13,9.94,1.08,,
6738,32,12.31,43.04,-30.73,2.18,4.54,4.50,1.59,,
6240,25,12.30,43.02,-30.72,4.00,0.93,2.79,0.17,,
2587,13,12.30,30.36,-18.06,6.06,3.48,3.64,-1.47,,
5762,26,12.18,42.79,-30.62,6.85,2.11,2.96,1.76,,
7535,13,12.17,17.12,-4.95,5.60,2.13,1.45,-1.09,,
6044,57,12.12,31.95,-19.83,6.46,-0.83,5.11,0.53,,
6180,8,12.12,21.96,-9.84,8.96,4.66,7.12,-0.43,,
8414,25,12.06,35.40,-23.34,5.97,3.90,6.88,1.87,,
7608,36,12.04,28.81,-16.77,1.29,6.70,-0.70,-0.26,,
5977,30,12.03,38.47,-26.44,9.63,3.52,9.54,0.84,,
829,30,12.02,35.96,-23.94,9.86,6.42,6.64,0.43,,
97,15,11.91,12.25,-0.34,3.93,5.35,5.12,-0.59,,
7020,18,11.89,18.81,-6.92,8.23,3.34,4.32,-1.59,,
7781,40,11.89,47.54,-35.65,9.78,4.87,8.06,0.49,,
5293,25,11.88,19.49,-7.61,1.99,8.34,0.55,0.83,,
5889,40,11.86,20.55,-8.70,3.39,5.95,2.27,0.18,,
5908,15,11.80,35.56,-23.76,12.68,1.42,11.66,0.57,,
3655,30,11.80,24.57,-12.77,9.43,1.06,10.15,0.80,,
8280,36,11.80,31.68,-19.88,1.03,3.07,1.88,1.47,,
5919,21,11.78,29.38,-17.59,8.88,4.81,1.92,0.69,,
1729,34,11.76,28.75,-17.00,1.41,2.35,-0.61,0.38,,
7486,57,11.74,29.47,-17.73,-0.53,9.13,-4.42,-0.61,,
1598,34,11.71,33.40,-21.68,5.90,6.84,6.15,0.54,,
7856,25,11.66,31.96,-20.30,7.17,5.04,5.58,0.51,,
4683,23,11.64,27.83,-16.19,9.62,1.67,7.42,0.16,,
7760,35,11.64,23.09,-11.45,6.35,4.36,2.94,0.18,,
7035,9,11.54,6.94,4.60,-2.72,9.66,-5.18,-1.26,,
611,33,11.53,47.96,-36.43,14.40,3.20,11.76,1.53,,
8116,26,11.52,24.78,-13.26,5.27,4.67,6.26,-1.56,,
8019,12,11.48,15.90,-4.42,12.21,1.68,5.41,-0.49,,
1027,33,11.47,28.66,-17.19,1.16,9.52,0.34,-1.25,,
6213,23,11.47,44.03,-32.56,10.43,5.59,8.40,-0.12,,
341,34,11.46,45.49,-34.03,3.51,5.27,0.31,0.66,,
6141,31,11.46,29.66,-18.20,2.73,7.74,2.67,0.48,,
1294,32,11.46,36.04,-24.59,9.07,2.93,5.88,-0.33,,
5344,27,11.42,27.12,-15.69,1.22,-0.90,-0.47,-0.45,,
6222,52,11.42,16.60,-5.18,13.25,0.33,11.45,0.36,,
1775,18,11.38,24.94,-13.56,9.70,4.77,5.33,-0.69,,
23,22,11.36,21.30,-9.94,-0.16,11.76,0.26,-2.16,,
3815,10,11.34,0.94,10.39,4.44,4.69,6.12,-0.16,,
8318,34,11.33,36.92,-25.59,4.34,3.91,2.45,1.20,,
7091,21,11.33,48.78,-37.45,8.48,3.19,6.37,1.40,,
5608,27,11.32,27.23,-15.90,5.03,-0.43,6.20,1.00,,
706,35,11.27,25.82,-14.55,13.47,6.22,7.40,-0.40,,
5846,17,11.25,23.00,-11.75,8.62,5.15,7.18,0.29,,
8420,45,11.19,23.16,-11.97,4.59,1.13,0.36,0.03,,
3104,22,11.17,36.10,-24.93,2.92,4.95,3.62,-1.33,,
7790,36,11.15,38.03,-26.88,11.83,-1.22,4.14,0.56,,
4319,30,11.13,46.77,-35.64,14.58,4.23,13.87,0.69,,
122,26,11.13,19.16,-8.03,-1.88,7.03,-4.57,-0.39,,
6696,18,11.13,17.12,-5.99,8.41,1.86,2.21,-0.95,,
6887,26,11.13,10.63,0.49,2.14,3.88,-1.84,-1.47,,
3661,26,11.13,42.35,-31.22,4.41,3.23,2.36,0.93,,
4840,26,11.11,34.11,-23.00,4.03,5.86,2.03,0.31,,
7554,10,11.10,10.49,0.61,3.20,3.48,5.09,-1.64,,
2900,31,11.02,22.90,-11.88,5.63,5.78,4.96,-0.66,,
4847,51,10.99,31.91,-20.92,11.35,2.31,7.35,0.50,,
6987,27,10.98,39.22,-28.24,5.98,-0.36,7.44,0.16,,
2819,26,10.98,19.67,-8.69,4.08,2.93,5.37,-0.04,,
1307,33,10.97,29.85,-18.88,1.54,4.08,3.05,0.09,,
2512,47,10.97,20.45,-9.48,2.51,8.26,-1.93,0.30,,
5803,23,10.96,30.13,-19.17,10.35,4.34,8.23,0.63,,
4578,40,10.95,45.60,-34.65,10.46,7.29,4.91,0.17,,
8240,46,10.92,37.09,-26.17,3.86,15.47,3.41,0.63,,
7137,40,10.87,47.32,-36.45,3.55,4.58,2.68,1.97,,
7469,22,10.84,14.68,-3.84,-1.04,2.88,-1.59,-1.26,,
6712,16,10.80,23.23,-12.43,1.25,0.41,2.39,-0.25,,
6526,16,10.79,25.32,-14.53,10.64,2.21,4.96,-1.02,,
6088,38,10.76,28.46,-17.70,9.38,4.42,6.32,0.91,,
5634,42,10.76,31.06,-20.30,0.77,4.54,1.13,-0.09,,
2613,30,10.74,15.31,-4.57,6.95,5.15,4.12,-1.87,,
5883,51,10.73,49.54,-38.81,-0.09,5.56,-2.98,1.13,,
3739,35,10.70,32.93,-22.23,8.53,5.62,2.35,0.10,,
3103,14,10.67,34.87,-24.20,6.30,1.28,3.35,1.23,,
3581,30,10.66,26.56,-15.90,3.92,6.11,2.76,-0.53,,
3243,25,10.64,18.71,-8.07,4.52,6.11,5.93,-0.92,,
4597,18,10.63,27.53,-16.90,2.91,1.54,3.80,0.18,,
6111,22,10.59,32.77,-22.19,6.06,0.85,5.77,0.38,,
5243,31,10.58,40.16,-29.58,4.01,3.22,4.61,1.11,,
6605,40,10.53,24.27,-13.74,5.41,3.75,6.67,1.48,,
6707,45,10.48,27.47,-16.98,6.94,2.54,8.33,-0.46,,
5350,35,10.48,43.94,-33.46,1.41,5.01,-1.71,-0.45,,
8304,16,10.38,39.48,-29.10,5.56,-0.97,8.08,0.28,,
7721,28,10.37,31.26,-20.88,7.24,3.61,4.90,0.01,,
4587,17,10.35,20.75,-10.40,5.16,2.47,1.64,-0.98,,
8043,53,10.34,48.58,-38.24,8.38,3.19,5.20,1.91,,
7822,30,10.29,23.30,-13.01,5.12,6.33,4.57,-1.71,,
4205,25,10.25,16.87,-6.63,5.17,5.23,2.29,-1.05,,
3006,48,10.25,50.77,-40.52,11.74,2.06,10.30,0.92,,
2966,24,10.19,24.40,-14.22,6.27,3.62,0.14,1.08,,
7228,36,10.18,39.92,-29.74,6.67,-0.39,1.09,0.08,,
3297,42,10.18,30.51,-20.33,-1.35,7.02,1.35,-0.95,,
1350,31,10.17,39.15,-28.98,3.11,5.60,0.31,0.26,,
5829,21,10.14,28.51,-18.37,-1.75,9.31,-3.36,0.38,,
453,39,10.12,47.70,-37.58,6.33,5.30,2.91,1.15,,
6071,38,10.12,24.97,-14.85,3.41,9.50,4.76,-1.62,,
5716,11,10.07,16.43,-6.36,12.55,4.77,8.62,-0.62,,
877,55,10.07,61.96,-51.88,0.29,3.50,1.86,0.59,,
5150,39,10.06,31.43,-21.37,8.21,-0.04,7.09,-0.41,,
5031,21,10.05,37.38,-27.33,4.89,4.07,1.67,-0.30,,
6032,25,10.01,19.61,-9.60,1.57,7.81,-0.67,-2.07,,
3958,18,9.99,32.56,-22.58,3.64,6.15,0.23,-2.26,,
835,24,9.95,19.79,-9.84,4.77,4.67,1.47,-0.90,,
7515,21,9.94,24.09,-14.14,5.85,1.66,5.88,-1.26,,
6380,24,9.92,5.94,3.98,4.04,2.33,2.09,0.69,,
5926,30,9.91,25.78,-15.86,-0.12,6.95,3.58,0.47,,
4019,25,9.91,1.38,8.53,2.95,3.57,-2.70,-1.86,,
7319,17,9.90,23.70,-13.79,9.54,3.91,7.90,-0.16,,
2095,35,9.88,45.57,-35.69,5.07,4.27,3.93,1.56,,
7166,23,9.85,23.87,-14.02,9.20,3.78,6.16,0.57,,
2972,49,9.84,11.58,-1.73,8.34,5.75,8.51,0.37,,
8374,37,9.84,30.37,-20.53,5.84,2.94,2.96,0.79,,
6666,36,9.81,19.84,-10.04,-2.00,6.84,-0.43,1.03,,
8096,49,9.80,17.69,-7.89,5.92,4.42,5.19,1.07,,
8023,37,9.80,17.70,-7.90,-1.66,3.36,-1.06,-0.37,,
6652,43,9.77,48.69,-38.92,-0.97,4.50,-2.84,1.52,,
4723,34,9.77,26.29,-16.52,-1.78,7.37,-1.38,0.15,,
5295,34,9.71,33.31,-23.59,4.23,5.33,6.66,0.35,,
5841,28,9.71,30.17,-20.46,6.37,7.73,3.81,1.41,,
8248,36,9.69,37.45,-27.76,8.23,-0.23,8.44,0.88,,
7296,43,9.67,3.15,6.52,0.79,5.29,-2.78,-0.47,,
5022,43,9.66,8.52,1.13,1.97,2.86,-3.10,-1.14,,
1847,30,9.65,28.69,-19.04,8.40,3.98,5.61,0.02,,
6565,17,9.63,16.67,-7.04,4.02,3.18,3.22,-0.58,,
7837,24,9.60,32.89,-23.29,6.30,5.39,5.96,-0.40,,
4080,11,9.54,8.08,1.46,7.69,0.51,8.38,-1.41,,
8398,38,9.50,61.23,-51.72,7.02,3.94,3.68,2.79,,
1739,43,9.49,15.53,-6.04,9.03,3.19,6.38,0.54,,
441,20,9.43,25.20,-15.78,2.11,5.39,3.94,-1.21,,
2928,37,9.41,49.18,-39.77,-0.65,6.54,-5.84,3.37,,
7742,31,9.39,27.55,-18.17,8.69,3.47,9.44,-0.11,,
7133,26,9.37,20.09,-10.72,0.71,2.76,3.99,-0.84,,
7138,22,9.36,29.39,-20.03,-1.89,6.35,-0.86,-0.65,,
8330,22,9.32,27.26,-17.94,14.16,0.39,8.19,-1.07,,
3651,41,9.29,35.11,-25.82,5.95,2.81,4.17,1.90,,
7784,38,9.24,59.31,-50.07,7.34,1.70,3.55,1.23,,
3335,26,9.22,39.16,-29.94,6.96,4.65,2.45,2.27,,
8059,18,9.17,32.21,-23.04,7.30,2.39,8.89,-0.08,,
5118,28,9.17,33.03,-23.86,7.03,3.30,3.13,-0.41,,
2977,59,9.16,51.38,-42.22,2.80,8.50,-4.71,1.69,,
6845,26,9.15,26.91,-17.76,3.55,3.72,-0.13,-0.36,,
8014,42,9.12,28.96,-19.84,3.36,3.81,-0.63,-0.19,,
5032,22,9.08,49.45,-40.36,8.34,2.74,5.14,-0.01,,
7483,29,9.00,14.63,-5.64,7.34,11.72,3.68,-0.85,,
7195,31,8.98,41.54,-32.56,1.93,5.95,-2.80,0.54,,
4319,26,8.98,18.11,-9.13,3.38,1.28,4.62,1.07,,
4292,53,8.95,46.55,-37.60,4.43,8.26,3.46,0.77,,
5713,36,8.90,32.61,-23.71,5.19,1.56,5.02,-0.77,,
4332,21,8.80,14.01,-5.21,11.28,-0.41,10.04,-0.78,,
5234,24,8.78,42.37,-33.59,2.24,5.74,4.54,1.36,,
4734,17,8.72,37.44,-28.72,-1.38,6.67,-2.01,0.11,,
5654,23,8.69,20.01,-11.32,2.16,8.85,2.51,1.87,,
1369,57,8.68,16.60,-7.92,-4.45,6.22,-4.63,0.13,,
3298,19,8.63,18.51,-9.87,6.24,3.54,9.66,-1.25,,
3110,51,8.60,51.96,-43.37,7.82,4.75,4.55,1.90,,
5998,48,8.57,43.25,-34.68,7.82,2.33,7.11,0.82,,
8103,32,8.54,34.71,-26.17,4.85,3.87,5.31,-0.32,,
8339,39,8.49,28.70,-20.21,5.58,2.29,6.23,-0.13,,
6693,47,8.45,26.44,-17.99,3.43,4.80,4.82,0.13,,
1266,48,8.43,34.47,-26.03,0.78,3.70,1.68,-0.15,,
7893,58,8.41,34.01,-25.60,1.20,8.67,-0.89,0.75,,
3734,54,8.41,8.04,0.36,1.96,6.89,2.58,-0.15,,
8029,34,8.40,25.28,-16.88,3.22,6.55,1.43,0.00,,
5704,36,8.36,27.35,-18.99,5.67,2.33,4.14,0.87,,
6092,33,8.35,50.46,-42.11,10.46,4.07,7.13,-1.08,,
6646,26,8.24,10.63,-2.39,4.06,2.60,5.77,-1.79,,
8328,34,8.24,29.43,-21.19,7.50,-0.07,4.98,1.03,,
835,8,8.23,5.01,3.22,2.12,5.28,0.26,-1.86,,
8060,33,8.18,50.12,-41.94,0.67,3.48,2.92,0.71,,
2961,35,8.16,25.57,-17.41,10.41,1.72,6.11,-1.04,,
7466,44,8.15,32.53,-24.38,-0.94,3.19,0.70,0.63,,
7448,15,8.07,40.62,-32.55,0.98,6.92,2.44,-0.37,,
580,28,8.01,20.48,-12.47,3.46,2.04,1.44,0.47,,
2679,27,7.94,46.46,-38.52,-1.91,5.87,2.83,0.30,,
6538,24,7.94,31.18,-23.24,2.39,10.11,-1.01,-0.15,,
6968,47,7.93,27.04,-19.12,1.37,2.32,0.67,0.06,,
4521,34,7.91,34.90,-26.99,-2.62,7.25,-1.30,-0.40,,
7436,33,7.84,22.38,-14.54,3.10,8.49,4.96,-1.69,,
6333,34,7.84,28.56,-20.71,2.91,2.82,-0.34,-0.16,,
8090,24,7.81,35.92,-28.11,6.98,6.85,7.72,0.60,,
4295,15,7.79,40.01,-32.22,-1.97,4.46,-1.46,1.45,,
7798,54,7.78,41.90,-34.12,5.56,1.54,4.06,0.41,,
3560,14,7.70,49.12,-41.42,11.56,2.18,6.10,-0.49,,
4618,28,7.63,37.89,-30.26,7.65,-0.71,5.72,1.41,,
2882,19,7.63,43.38,-35.75,4.57,-1.07,3.61,1.24,,
2559,28,7.58,11.38,-3.80,2.50,0.39,-2.27,-0.45,,
3316,28,7.56,20.28,-12.72,5.54,7.49,9.24,-0.76,,
6557,29,7.53,30.99,-23.46,8.56,4.53,9.06,0.49,,
8322,35,7.51,41.91,-34.40,0.28,5.26,2.21,1.69,,
7549,48,7.50,42.56,-35.05,5.44,0.62,5.74,-0.09,,
7865,37,7.47,52.23,-44.76,6.60,1.52,5.70,2.01,,
7883,21,7.46,25.73,-18.27,8.29,2.58,7.40,-0.53,,
5510,41,7.46,19.53,-12.07,1.30,6.21,1.39,0.96,,
3719,36,7.42,30.62,-23.20,3.67,3.61,-2.46,1.57,,
7569,41,7.39,52.43,-45.03,10.36,3.91,4.34,0.80,,
6155,32,7.28,31.35,-24.08,3.88,3.63,3.81,1.88,,
4420,30,7.22,30.11,-22.88,2.30,3.98,3.18,-0.01,,
7287,21,7.22,26.74,-19.51,2.53,1.76,2.73,0.79,,
3245,32,7.22,8.43,-1.21,-3.17,3.23,-0.23,-1.33,,
8127,36,7.16,21.59,-14.43,11.38,1.95,7.84,1.23,,
7688,30,7.15,22.09,-14.94,5.88,6.05,-4.28,0.08,,
3506,21,7.12,24.21,-17.09,6.69,3.13,6.55,0.26,,
4763,46,7.10,54.47,-47.37,-0.34,3.50,1.04,0.22,,
360,24,7.07,35.59,-28.52,-1.31,9.68,-6.10,-0.28,,
8050,33,7.06,44.30,-37.24,1.81,2.96,2.64,2.96,,
6840,21,6.98,35.82,-28.84,-0.01,9.63,-1.89,-0.51,,
3646,42,6.95,27.76,-20.81,0.41,11.90,0.96,-0.34,,
7872,10,6.92,8.43,-1.51,2.17,4.79,3.16,-1.30,,
7607,58,6.91,38.83,-31.92,4.05,0.64,7.86,1.67,,
6863,29,6.87,21.97,-15.10,5.08,5.53,5.01,0.09,,
7120,24,6.85,31.24,-24.39,3.83,1.72,4.24,-0.90,,
7427,18,6.77,23.39,-16.63,3.92,-0.30,4.51,-0.68,,
5263,35,6.74,18.80,-12.06,-1.61,4.55,-3.78,-1.02,,
8367,40,6.69,30.10,-23.41,3.15,1.88,3.84,0.96,,
7521,13,6.67,14.38,-7.71,2.67,3.42,-0.55,0.25,,
5212,28,6.60,30.93,-24.33,-3.39,3.99,2.60,0.78,,
7019,43,6.60,41.43,-34.82,-5.20,1.32,-3.53,0.17,,
3037,24,6.57,27.48,-20.91,7.33,0.36,6.14,0.56,,
4531,53,6.52,14.05,-7.53,2.72,1.56,3.08,0.59,,
4191,31,6.43,46.07,-39.64,-3.91,10.74,-4.49,1.40,,
606,31,6.42,17.83,-11.41,2.92,3.71,6.59,-0.98,,
7683,39,6.42,18.14,-11.72,1.53,6.50,3.93,-0.87,,
6664,27,6.38,36.82,-30.44,3.75,2.94,2.23,1.32,,
8298,46,6.37,38.11,-31.75,2.94,1.65,3.41,0.73,,
5562,40,6.34,36.38,-30.04,1.17,3.31,-5.35,-1.14,,
3370,27,6.26,25.76,-19.50,1.08,3.87,-1.72,-0.10,,
4711,22,6.25,23.77,-17.52,1.96,5.91,0.57,-1.76,,
5607,23,6.23,25.79,-19.56,3.40,2.16,-1.09,0.16,,
4192,28,6.17,36.50,-30.33,-4.98,3.89,-5.05,1.77,,
617,33,6.17,49.11,-42.94,10.98,-1.57,6.79,0.37,,
8174,34,6.10,26.62,-20.52,2.75,8.57,3.04,-1.08,,
246,33,6.06,26.69,-20.63,-1.78,6.29,-2.86,0.67,,
8326,36,6.04,38.26,-32.21,0.07,5.66,0.81,1.11,,
7827,40,6.04,30.62,-24.59,4.10,1.86,3.63,1.50,,
5734,25,6.02,10.40,-4.38,4.87,2.47,0.51,-1.82,,
3623,32,5.98,23.55,-17.57,8.56,1.09,4.55,0.01,,
6156,42,5.98,35.65,-29.67,0.40,-0.48,0.71,-0.62,,
6177,20,5.97,30.14,-24.17,4.83,3.08,2.95,0.42,,
6927,50,5.97,37.12,-31.16,-0.67,9.36,0.01,-0.06,,
5243,29,5.92,24.29,-18.37,0.49,4.39,1.19,-0.67,,
467,38,5.86,11.42,-5.55,-1.01,1.96,-2.40,-0.50,,
7463,28,5.86,53.95,-48.09,0.03,2.06,0.23,2.71,,
7326,24,5.80,10.58,-4.77,-1.67,7.91,-6.71,-2.32,,
7766,46,5.75,29.17,-23.42,2.90,2.24,3.44,0.15,,
4284,45,5.72,32.82,-27.10,5.06,4.98,7.67,-0.83,,
7690,26,5.69,35.00,-29.32,-2.26,-0.63,1.21,0.05,,
1374,34,5.68,40.66,-34.98,3.59,5.98,5.10,0.77,,
8340,31,5.62,48.07,-42.46,1.03,3.41,-2.89,1.41,,
3355,5,5.60,-4.51,10.11,3.45,4.29,2.33,-1.99,,
4964,43,5.42,33.90,-28.48,-1.60,0.83,0.12,-0.02,,
5282,25,5.41,29.92,-24.51,2.16,6.15,0.34,-0.33,,
7909,54,5.38,33.43,-28.05,8.91,1.15,9.07,1.49,,
6830,26,5.32,28.58,-23.26,6.33,3.25,1.12,1.25,,
1398,59,5.32,25.79,-20.47,0.84,-1.19,1.53,-0.16,,
2900,24,5.31,28.27,-22.97,2.16,5.30,2.30,0.43,,
5183,32,5.27,34.72,-29.45,5.02,3.41,2.59,1.19,,
1759,33,5.21,23.07,-17.86,2.84,1.15,1.21,-0.01,,
7447,30,5.21,51.31,-46.10,7.33,4.75,5.55,0.73,,
1831,23,5.20,28.83,-23.63,-0.20,4.07,-1.43,-0.99,,
8034,39,5.18,21.79,-16.61,9.91,5.34,7.57,-0.20,,
3341,44,5.11,38.34,-33.24,-0.25,5.08,-1.95,-0.73,,
8141,29,4.98,21.20,-16.22,7.36,1.60,7.13,-1.17,,
6733,14,4.95,23.30,-18.35,2.05,-0.54,2.82,-1.18,,
6558,36,4.95,31.16,-26.22,-2.19,7.23,-2.63,0.81,,
8182,50,4.90,35.21,-30.32,2.53,-0.39,-0.98,1.20,,
3835,25,4.66,33.28,-28.62,0.88,4.34,2.64,0.34,,
5959,32,4.64,20.68,-16.03,-5.46,11.98,-6.22,-1.52,,
5842,53,4.63,32.41,-27.78,-9.39,15.12,-6.17,0.43,,
6740,29,4.61,36.88,-32.27,-3.91,1.90,-5.71,0.97,,
7814,33,4.60,26.63,-22.03,2.70,4.86,2.00,-0.35,,
6047,44,4.58,22.54,-17.96,8.18,-0.10,6.31,-0.86,,
2725,46,4.51,42.51,-38.00,1.91,1.40,-2.62,-0.59,,
